"commentsCount","text","likesCount","reactionAngryCount","reactionCareCount","reactionHahaCount","reactionLikeCount","reactionLoveCount","reactionSadCount","reactionWowCount","sharesCount"
"8","[Room4Dessert] 
📍 Ubud - Bali, Indonesia 

Season 19 - Fight Club 

Lần nào tới Ubud cũng phải ghé Room4Dessert của Chef Will Goldfarb - một tên tuổi phải gọi là “số má” trong làng bánh ngọt của thế giới, một trong những người tiên phong trong việc đem tới trải nghiệm tasting menu mà chỉ hoàn toàn là đồ tráng miệng. 

Nói chung là mình sẽ dành ra 2.5-3 tiếng chỉ để ngồi ăn bánh ngọt! 

Điều ngạc nhiên nhất là vừa bước vào bạn nhân viên đã nhận ra mình! Mặc dù đã qua 2 năm, và đổi menu tới 5 lần, bạn ấy vẫn đọc lại vanh vách các món của menu cũ và nói chuyện với mình rất lâu! Cái này mình rất ấn tượng, vì nhà hàng này cũng rất đông, chắc tại lần nào mình cũng đi một mình nên bạn ấy nhớ lâu 😝 

Quay lại lần này, có một số thay đổi về menu (rút gọn lại còn 15 món, ngày trước là 21 món) do khách feedback lại là quá no, quá mệt! Nhà hàng cải tạo lại thêm khu vực trải nghiệm mới: sân vườn với lửa trại, nhìn thẳng lên trời đầy sao 😝 

Menu về cơ bản cấu trúc giữ nguyên sẽ gồm 3 phần 
- Snacks: 5 món mặn (Tại quầy bar sân sau)
- Dessert (Main): 5 món bánh ngọt chính (Tại nhà hàng chính)
- Petit fours: 5 món tráng miệng nhỏ (Tại sân vườn với lửa trại) 
 
Tổng quan: Nguyên liệu bản địa, sáng tạo rất mới mẻ của chef, decor khá bay, không quá cầu kì, đậm chất rustic, thậm chí có phần khá “xuề xoà” giống chef (ông nào mặc quần short đi dép crocs, đeo tạp dề chạnh quanh nhà hàng thì là Chef đó!). 

Kĩ thuật xử lí nguyên liệu rất đỉnh, hương vị thì mình không bàn nhiều, do khẩu vị là cái mỗi người mỗi khác. Mặc dù rất ngưỡng mộ tài năng của Chef nhưng công tâm mà nói về nguyên liệu (một số loại trái cây sử dụng trong các món ăn) thì thua xa chất lượng trái cây VN về hương vị (xoài, nhãn, dứa…đều không ngon bằng quê mình).

Mình khá ấn tượng với 5 món chính, đỉnh nhất là phần kem gelato vừng đen ăn cùng sốt mâm xôi đỏ. Mình có thể ăn 5 phần như thế nữa cũng được 🥴 
Đồ uống pairing mình chọn lại không cồn, đỉnh. Không thể chê vào đâu. Khen hơn cả đồ ăn 😆😆😆😆😆😆😆 
 
Bill cho bữa này cả thuế thì là khoảng 1.600k Rupiah. Khoảng 2.600k tiền Việt. Mình thấy rất là ok so với trải nghiệm nhận được ở đây.

#diningreview #bali #room4dessert #ubud","62",,"1",,"51","10",,,"5"
"4","[Hcmc] French cuisine - Lupin, thảo điền, quận 2 
Lâu lắm rồi mới có 1 bistro Pháp làm mình thấy dễ chịu tới vậy. Bước chân qua cửa nhà hàng đã cảm nhận không khí của 1 bistro nhỏ, cách kê bàn ghế, trang trí, đơn giản, gần gũi, ấm áp. 

Mình chọn thử những món cơ bản nhất như Beef tartare, Foie gras au torchon, với 1 đĩa coldcut pate nhỏ, ngao nấu rượu và sốt harrisa. Tất cả đều tròn trịa, dễ chịu, ngon và gợi nhớ những bouchon nhỏ xíu ở thành phố Lyon bình yên mà mình đã từng gắn bó suốt thời đi học. 

Nhâm nhi 2 ly vang trắng, chardonay của vùng Mácon cùng pate nhà làm, và ngao cay Manilla; rồi tới chút demi sec vùng Alsace, no say ná thở mà không cần ăn main. Bánh mỳ sourdough, bơ 🧈 nhà làm, lâu lắm mới lau lau quết quết sạch đĩa. 

Chắc chắn sẽ ghé lại thăm nhà hàng ^^","58",,,,"46","12",,,"5"
"0","Tổng hợp Majorca part 1: Khu vực gần Palma và phía tây của Đảo

1. Nhà hàng tapas OMBU (chi nhánh Santa Catalina)
- Đồ ăn các món tròn vị, trình bày đẹp, không gian nhộn nhịp nhưng cũng ko quá ồn ào, quan trọng là lên món rất nhanh, service chuyên nghiệp. 

2. Nhà hàng hải sản Ca n’Eduardo
- Quán lâu đời, rộng rãi, view rất đẹp, hải sản tươi ngon (recommend các loại cá fresh caught và mussels, paella…)

3. Tiệm bánh chuyên pastel de nata đặc sản Portugal Natas D’Ouro

Ngoài ra nếu mọi người thuê ở airbnb thì có thể đi siêu thị Mercadona (nhiều chi nhánh) xong về nhà tự chế biến. Rất nhiều đồ tươi ngon, riêng 1 quầy chuyên iberico, các loại hải sản, bò ,lợn tươi duroc và iberico để chế biến (thịt viên meatballs rất ngon trẻ con rất thích)

Part 2 coming soon 😊

#diningreview #majorca #mallorca","22",,,,"22",,,,"3"
"18","HCMC - nhà hàng Margheri hôm nay rất đông. Mình ăn trong nhà, mát mẻ. Pizza cực ngon, đế sourdough xuất sắc, ăn không thấy bị nặng bột. 6 cheeses ăn cùng mật ong đặc quánh, thơm ngon.  Tráng miệng cũng ngon, đồ ăn lên rất nhanh, không bị chờ. Dịch vụ tốt
#italianfood #pizza
#saigon
#diningreview","99",,"1","3","80","15",,,"20"
"13","Thưởng thức món Nhật ở..trên trời:
Nhà hàng: Japan Airline, máy bay A350-1000, khoang hạng Nhất
Địa điểm: một nơi nào đó ngoài Thái Bình Dương, gần bờ Tây nước Mỹ 

#firstclass","121",,"1","5","102","12",,"1","3"
"11","HCMC - nhà hàng BBQ Hàn chuyên lòng nướng tại quận 1. Lòng nướng ở đây dầy, ngon, và rất sạch không hề có cảm giác mùi, nướng khéo vừa béo vừa giòn. Trứng hấp siêu ngon, núng nính, vừa độ. Mì lạnh cũng ngon. Hàng này khá mới nên phục vụ chu đáo lắm 
#koreanbbq 
#saigon 
#diningreview","31",,,,"29","2",,,"5"
"19","🇫🇷 Loulou Pirate – Menton🍋
Một góc chill out rất nổi tiếng nằm bên bờ biển Liguria của miền Nam Pháp . Đồ ăn ngon, phục vụ rất tốt, view cực đỉnh . Cá tươi, thăn bê chiên giòn  ngon, đặc biệt ở đây su kem đỉnh chóp 10 điểm . 
Nhìn ảnh thôi đã mê r các mình công nhận khum 😍 đến đây cứ mặc sẵn bikini ăn và chill rùi nhẩy xuống biển tuỳ thích. Có phòng thay đồ và tắm tráng lun. Xịn mịn

Ngồi đây mà cảm giác như đi nhầm vào một fashion show của giới giàu có – xung quanh toàn rich vibes, outfit như bước ra từ tạp chí, nó chảnh nó xịnnn ... chicgirls style Paris Hilton hàng hiệu dát từ trên xuống dưới, nước hoa thơm lừng & body bốc lửa,  đi siêu xe rầm rầm đỗ phịch cái 2 valet chạy ra săn đón 😆 Ngắm đã cái nư nhưng thanh toán bill thiếu mỗi nước xin ở lại rửa bát 

#LoulouPirate
#FrenchRiviera
#SouthofFrance
#Diningreview","72",,"2","1","64","5",,,"1"
"6","Nhà hàng view rất đẹp , hải sản vùng biển Địa Trung Hải ăn hương vị khác hẳn biển quê mình . Hàu Pháp k hổ danh giòn mát bậc nhất. 
📍Café de Turin 1908– một quán Hàu & hải sản nổi tiếng nhất ở Nice, mở từ năm 1908. 
Đây là một địa điểm lâu đời chuyên phục vụ hàu tươi sống các grade lun , sò, tôm hùm, và các loại hải sản đặc sản vùng Côte d’Azur.. ngồi ăn và ngắm quảng trường Place Garibaldi – một trong những khu quảng trường cổ kính và nổi bật nhất của Nice.

#Diningreview 
#NiceFrance
#CafedeTurin","49",,,,"47","2",,,"2"
"20","HCMC - nhà hàng Iberico, ăn chi nhánh Thi Sách. Vị trí rất đẹp, trung tâm tiện lợi nhưng khu này lại yên tĩnh, vỉa hè rộng, ngồi bàn ngay cửa rất chill. Đồ ăn ngon, 1 phần to ăn no, tráng miệng cũng rất ngon. Món tôm xốt tỏi đậm đà, chấm bánh mì vô cùng hợp. Thêm bình Sangria truyền thống to đùng đỡ buồn đời. Hôm nay cả nhà hàng tầng dưới có mỗi 2 khách nên cứ gọi là phục vụ tận tâm hết sức
#tapas 
#saigon
#diningreview","50",,,,"44","6",,,"5"
"13","[Din Tai Fung] & [Somtum Der] - con cưng Đài Loan và 1 star Michelin NYC (2016)
----
[Din Tai Fung] - Taipei 101
Đi 2 người có xiaolongbao mướp hương, món mới turnip cake. Bắp cải xào không dầu mỡ nhưng cực thơm mùi wok. Mình nghĩ nhìn chung thì chất lượng đồ ăn Din Tai Fung đã đi xuống, tôm nhân trong món wonton không tươi bằng Crystal Jade Trần Duy Hưng nhưng điểm 10 ở đây là dù đông nhưng service xuất sắc từ việc giữ đồ, rót nước xếp bàn. Tụi mình đi loanh quanh shopping ở trên đến muộn sau khi lấy số (hàng rất dài) họ vẫn sắp xếp 1 bàn cho 2 ng để vào ăn. Nếu đi ăn gia đình mình sẽ quay lại để thử lại nhiều món hơn vì có nhiều món và vị cũng khá chuẩn dù không quá xuất sắc nữa. Đồ ăn xin phép chấm 6/10, service 10/10. 
---
[Somtum Der] - 1 star Michelin năm 2016 tại NYC nhưng ăn ở Taipei Main Station
Dù vinh dự là khách đầu tiên trong ngày dù trong lòng đang cầu mong là đồ ra sớm chứ ra ko kịp là phải bỏ đồ ăn chạy xuống ga 😭. Chưa bao giờ thấy 30ph dài vậy. 
Mình gọi 2 món là Papaya Salad và thịt lợn nướng với tinh bột là xôi nướng. Điểm khá thân thiện với người ăn nói chung ở Đài là mn vào nhiều nhà hàng có mã QR để order nên sẽ ít sợ trở ngại tiếng. 
E thấy là vị khá ổn dù phần thịt hơi mỏng nên khô nhưng chấm nước chấm chua chua. Gỏi đu đủ mới ra giòn, tươi, cực thấm vị ngọt chua cay với lạc bùi vừa đủ ăn mát lạnh cho buổi trưa hè. Giá vừa phải, 500k mà no căng e phải bỏ lại đồ ăn. 
#diningreview #taipei","30",,,,"28","1",,"1","2"
"1","Nhà Hàng Chay Đu Đủ Xanh- Tphcm.

🏠Nằm trên con hẻm nhỏ đường Hai Bà Trưng yên tĩnh. Không gian quán theo kiểu Đông Dương.

Mỗi một món đồ decor trang trí, từ tranh ảnh, ấm trà cho đến hộp đựng hương liệu, bình hoa, … đều được chủ sưu tầm sau những chuyến vi vu đến khắp nơi trên thế giới.

Không gian nhà hàng phảng phất hương thơm của lá trà trắng dịu ngọt, giúp thư giãn tinh thần. Mùi hương này rất dễ chịu. Nhà hàng có máy điều hòa mát lạnh 

Nơi đây cũng được vinh dự đón Tổng Thống Đức đến dùng bữa.

Món ăn:
🌸Ưng nhất món bánh Tart với phomai Brie và nắm Truffle. Có 1 chút dấm Balsamic chua thanh trung hòa vị béo của phomai Brie. Ăn rất dính. Phải thử món này khi đến đây.
🌸Kế đến phải thử món cơm gạo lức với nắm đùi gà nướng và sốt cari. Nắm đùi gà to dai kết hợp với sauce cari hương vị Thailand beo béo nước cốt dừa ăn cuốn lắm.
🌸Hai món còn lại mình gọi là chả nắm mối với lá lốt chấm với nước xả tắc chua cay và món chả giò ăn cũng ổn,bình thường. Không có quá nhiều gia vị nhưng vẫn giữ được hương vị nguyên bản gốc của các thành phần thiên nhiên.

🥤Nước uống: mình có gọi nước tắc xí mụi nhưng chua quá. Không thích lắm.

⭐Phục vụ: nhân viên nhiệt tình ăn nói nhỏ nhẹ như không gian quán.

💰Giá cả: Mình thấy rẻ so với không gian của quán và vị trí trung tâm. Các món ở đây dao động quanh 100k. 2 người ăn 500k no nê.
 
Bên cạnh quán chay là Noir Spa cùng hệ thống với nhà hàng. Các kỹ thuật viên là người khiếm thị. Mình đã thử trải nghiệm và rất hài lòng. Spa có cả dịch vụ ngăm lá Dao Đỏ của vùng Tây Bắc.

Địa chỉ Nhà Hàng Đu Đủ Xanh
178A Hai Bà Trưng. Đakao. Q1. Tphcm.
#Diningreview
#tphcm
#amthucchay","31",,,,"30","1",,,"6"
"2","Ta Dining
15 Nguyễn Thiệp, Bến Nghé, Q1, TP.HCM
—
Review menu mới - 2 year anniversary.

Sau 2 năm hoạt động, chef Thạch Tạ và ta dining có lẽ đã không còn là cái tên xa lạ đối với những người yêu ẩm thực tại TP.HCM. Trong một căn phòng nhỏ sức chứa chỉ 11 ghế, Thạch và team của mình mang đến trải nghiệm ăn uống “communal” độc đáo và ấm cúng, nơi các thực khách - dù quen biết nhau hay không - cũng có thể thoải mái làm quen và trò chuyện bên những món ăn ngon, được chế biến và trình bày ngay trước mắt.

Set menu lần này của ta dining, mới release được 3 ngày, nhằm đúng vào tuần lễ kỷ niệm sinh nhật 2 tuổi của nhà hàng, vẫn giữ được những điểm đặc sắc như mình đã từng review trong bài viết trước đây. Thế mạnh lớn nhất của ta dining (và chef Thạch) là ở các món khai vị, nơi từng tổ hợp hai - hoặc ba - nguyên liệu Âu và Á được kết hợp với nhau một cách rất sáng tạo và khéo léo. Trong đó mình đặc biệt mê món bánh mì hoa cúc & bơ bacon, hương vị ngọt x mặn đậm đà đầy cá tính.

Một điểm mạnh khác của chef Thạch là khả năng khai thác đúng loại rau gia vị ăn kèm, điều có thể dễ dàng cảm nhận xuyên suốt qua nhiều món ăn trong menu: Há cảo sò điệp ngon hơn hẳn khi ăn cùng đọt đậu Hà Lan, gà tre thì có rau răm và rau càng cua, “bò nhúng giấm” thơm ngát với hoa quế ta v..v.

Điều bất ngờ lớn nhất đối với cá nhân mình trong set menu lần này là miếng “ếch lollipop” trong món mì orzo. Nó RẤT LÀ OH WOW cả về kết cấu, kỹ thuật lẫn hương vị, chứ không hề nhàm chán như vẻ bề ngoài dễ gây hiểu lầm, nhưng mình sẽ không miêu tả chi tiết mà để bạn nào tới ăn thì tự cảm nhận nhé 😉

Mặc dù set menu lần này còn một vài điểm nho nhỏ có thể cải thiện thêm, nhưng với mức giá 1tr5++ ở vị trí trung tâm quận 1, ta dining vẫn chứng tỏ mình xứng đáng là một trong những hidden gem được nhiều chefs và người yêu ẩm thực đánh giá cao ở TP.HCM.

#diningreview
#quan1
#tphcm
#saigon
#finedining","44",,,,"41","3",,,"5"
"2","Nhà hàng La Fontaine- Thảo Điền-Tphcm

Nhà hàng thuộc style Bistro nhưng trang trí rất chỉnh chu không gian đẹp cùng hệ thống với nhà hàng Pháp Le Villa của Chef Thierry Mounon.

Hôm nay đến mình gọi một số món signature của nhà hàng. Các món đều ngon.

⭐Gan Ngỗng Terrine với mứt lê: ngon tuyệt. Quán dùng gan ngỗng chất lượng tốt béo ngậy tan chảy khi ăn vị béo nhẹ lưu lại trong miệng.Đây là một trong các nhà hàng Pháp có Terrine Gan Ngỗng tuyệt vời nhất mà mình ăn.

⭐Bò Carpacio với dầu oliu và Parmesan. Thịt bò tươi mềm mại.

⭐ Burger bò wagu: quán dùng thịt bò tự băm nhỏ không độn mỡ nên ko bị ngấy thịt bò mềm. Quán kết hợp 2 loại phomai Raclette và Morbrier nên tạo ra hương vị burger rất riêng.
 
⭐Sò Điệp Hokkaido với sốt nắm bơ và Parsley cùng với hạt pasta ăn rất ngon.

⭐Tráng miệng với bánh và kem vanilla với chocolate sauce. Kem quán tự làm kết cấu mịn nhưng ko quá béo. Vừa vị.

Phục vụ: dễ thương theo kiểu casual thôi.
💰 Giá cả:Tuy là bistro nhưng giá cũng tương đối cao nhưng chất lượng đáng.

Địa chỉ: nằm ở tầng 1 tòa nhà River Garden
170 Ng Văn Hưởng. Thảo Điền Q2. Tphcm

#diningreview
#bistro
#tphcm","37",,,,"32","5",,,"7"
"18","⚠️ Cảnh báo tình trạng ""ăn cắp"" review trên group để post lên Google

Đây là lần thứ 2 (mà mình biết được) là ảnh & bài viết của mình share trên group bị ăn cắp để post lên Google Reviews. L:ần trước là với nhà hàng Olé (Tây Hồ) cách đây tầm một năm. Cả 2 lần đều là rất tình cờ nên mình mới phát hiện ra - mình review nhiều nên khả năng còn rất nhiều lần khác nữa.

Mình không nghĩ các nhà hàng liên quan đến những thể loại này (vì quá lộ liễu), mà đây chỉ là dạng tiểu tốt đi ăn cắp để ""câu điểm"" Google thôi 😆 Và mình chắc chắn không phải nạn nhân duy nhất. Chia sẻ để group cùng biết chứ chắc chẳng có cách nào tránh được.

#googlereviews #trustissues","63","2",,"3","47",,,"11","1"
"31","Nghỉ lễ thì làm gì? => xem phim về ẩm thực đi mọi người ^^

Phim ""Mỹ vị yêu đương"" là câu chuyện về 1 cô gái đã từng làm trong 1 nhà hàng 3 sao ở Nhật, vì ngu ngốc nhận tội hộ nam8 do chế biến cá nóc sai mà bị đuổi nên đã về vùng quê hẻo lánh ở Hàn Quốc để mở nhà hàng. Mặc dù thu ko đủ chi nhưng vẫn chỉ dùng nguyên liệu ngon và chất lượng nhất, cùng 1 loạt tình tiết xảy ra thì nhà hàng đã đạt 3 sao chỉ sau vài tháng. 

Phim vui, nhẹ nhàng, chỉ có 10 tập thui. 

#diningreview","78",,,"5","61","12",,,"10"
